,Posted,Job Title,Company,LINK,Location
87,2022-12-07,Fullstack Software Engineer (Microsoft Teams),Microsoft,https://ro.linkedin.com/jobs/view/fullstack-software-engineer-microsoft-teams-at-microsoft-3388063602?refId=2BhezzpF6%2F14RuLhRBecTw%3D%3D&trackingId=nGoINx0nE5dLXG0L6xF%2FXQ%3D%3D&position=13&pageNum=3&trk=public_jobs_jserp-result_search-card,"Maramureş, Romania"
88,2022-12-11,Full Stack Developer,Arcadis,https://ro.linkedin.com/jobs/view/full-stack-developer-at-arcadis-3271911485?refId=2BhezzpF6%2F14RuLhRBecTw%3D%3D&trackingId=t8%2FhxiP3NFM%2BtessUa4F%2Fw%3D%3D&position=14&pageNum=3&trk=public_jobs_jserp-result_search-card,"Bucharest, Bucharest, Romania"
89,2022-12-01,Full Stack Developer,LSEG (London Stock Exchange Group),https://ro.linkedin.com/jobs/view/full-stack-developer-at-lseg-london-stock-exchange-group-3344801230?refId=2BhezzpF6%2F14RuLhRBecTw%3D%3D&trackingId=F11GTQ253GQ5rOUZztE7Cg%3D%3D&position=15&pageNum=3&trk=public_jobs_jserp-result_search-card,"Bucharest, Bucharest, Romania"
90,2022-12-02,Remote React Native Developer for Millions of Users (RO),Tellonym,https://ro.linkedin.com/jobs/view/remote-react-native-developer-for-millions-of-users-ro-at-tellonym-3383335748?refId=2BhezzpF6%2F14RuLhRBecTw%3D%3D&trackingId=znWil07hhjk8DuQyjaoOoA%3D%3D&position=16&pageNum=3&trk=public_jobs_jserp-result_search-card,"Bucharest, Bucharest, Romania"
91,2022-12-07,Fullstack Software Engineer (Microsoft Teams),Microsoft,https://ro.linkedin.com/jobs/view/fullstack-software-engineer-microsoft-teams-at-microsoft-3388067128?refId=2BhezzpF6%2F14RuLhRBecTw%3D%3D&trackingId=3SLP%2BgpFe1gVE25qUznuWw%3D%3D&position=17&pageNum=3&trk=public_jobs_jserp-result_search-card,"Gorj, Romania"
92,2022-11-29,Full Stack Engineer,LSEG (London Stock Exchange Group),https://ro.linkedin.com/jobs/view/full-stack-engineer-at-lseg-london-stock-exchange-group-3295233681?refId=2BhezzpF6%2F14RuLhRBecTw%3D%3D&trackingId=OFiRpL5u7lQ2COao%2FoLkQg%3D%3D&position=18&pageNum=3&trk=public_jobs_jserp-result_search-card,"Sectorul 1, Bucharest, Romania"
93,2022-11-26,PHP Web Developer (middle level),Complete Business Management Solutions,https://ro.linkedin.com/jobs/view/php-web-developer-middle-level-at-complete-business-management-solutions-3377375367?refId=2BhezzpF6%2F14RuLhRBecTw%3D%3D&trackingId=ysRzLMj2YrIo2Ak%2BDz4BjQ%3D%3D&position=19&pageNum=3&trk=public_jobs_jserp-result_search-card,Cluj-Napoca Metropolitan Area
94,2022-12-06,Fullstack Java Developer,Berg Software,https://ro.linkedin.com/jobs/view/fullstack-java-developer-at-berg-software-3387208822?refId=2BhezzpF6%2F14RuLhRBecTw%3D%3D&trackingId=txqiu0M18o%2F2jlqncIFKmA%3D%3D&position=20&pageNum=3&trk=public_jobs_jserp-result_search-card,Romania
95,2022-12-07,Fullstack Software Engineer (Microsoft Teams),Microsoft,https://ro.linkedin.com/jobs/view/fullstack-software-engineer-microsoft-teams-at-microsoft-3388064192?refId=2BhezzpF6%2F14RuLhRBecTw%3D%3D&trackingId=MD05S%2BMHsCuYnE5E5%2FIk8Q%3D%3D&position=21&pageNum=3&trk=public_jobs_jserp-result_search-card,"Dolj, Romania"
96,2022-12-07,Fullstack Software Engineer (Microsoft Teams),Microsoft,https://ro.linkedin.com/jobs/view/fullstack-software-engineer-microsoft-teams-at-microsoft-3388066183?refId=2BhezzpF6%2F14RuLhRBecTw%3D%3D&trackingId=SrykqMbP7Clh4roBwuUWtw%3D%3D&position=22&pageNum=3&trk=public_jobs_jserp-result_search-card,"Iaşi, Iaşi, Romania"
97,2022-11-30,React Native Developer,THECON,https://ro.linkedin.com/jobs/view/react-native-developer-at-thecon-3377103630?refId=2BhezzpF6%2F14RuLhRBecTw%3D%3D&trackingId=RqRXqUomGGhpNIxl3O%2BISw%3D%3D&position=23&pageNum=3&trk=public_jobs_jserp-result_search-card,"Galaţi, Galaţi, Romania"
98,2022-12-07,Fullstack Software Engineer (Microsoft Teams),Microsoft,https://ro.linkedin.com/jobs/view/fullstack-software-engineer-microsoft-teams-at-microsoft-3388063598?refId=2BhezzpF6%2F14RuLhRBecTw%3D%3D&trackingId=mUMenwBe8m0LdGyHR0fWjA%3D%3D&position=24&pageNum=3&trk=public_jobs_jserp-result_search-card,"Vaslui, Vaslui, Romania"
99,2022-12-07,Fullstack Software Engineer (Microsoft Teams),Microsoft,https://ro.linkedin.com/jobs/view/fullstack-software-engineer-microsoft-teams-at-microsoft-3388064194?refId=2BhezzpF6%2F14RuLhRBecTw%3D%3D&trackingId=XSOhRVTr1oOsfQl47iSeTg%3D%3D&position=25&pageNum=3&trk=public_jobs_jserp-result_search-card,"Hunedoara, Hunedoara, Romania"
100,2022-12-07,Fullstack Software Engineer (Microsoft Teams),Microsoft,https://ro.linkedin.com/jobs/view/fullstack-software-engineer-microsoft-teams-at-microsoft-3388060982?refId=UuxrF22PM0UbiPcWwjztaQ%3D%3D&trackingId=ynJlZDUqioVbt99fcXTijQ%3D%3D&position=1&pageNum=4&trk=public_jobs_jserp-result_search-card,"Bistriţa, Bistriţa-Năsăud, Romania"
101,2022-12-07,Fullstack Software Engineer (Microsoft Teams),Microsoft,https://ro.linkedin.com/jobs/view/fullstack-software-engineer-microsoft-teams-at-microsoft-3388067135?refId=UuxrF22PM0UbiPcWwjztaQ%3D%3D&trackingId=Iq%2BUgQlfrWuO2eoczVCwUg%3D%3D&position=2&pageNum=4&trk=public_jobs_jserp-result_search-card,"Timiş, Romania"
102,2022-12-07,Fullstack Software Engineer (Microsoft Teams),Microsoft,https://ro.linkedin.com/jobs/view/fullstack-software-engineer-microsoft-teams-at-microsoft-3388064194?refId=UuxrF22PM0UbiPcWwjztaQ%3D%3D&trackingId=Y%2FtXoORHTK6fCF0xTkdcNw%3D%3D&position=3&pageNum=4&trk=public_jobs_jserp-result_search-card,"Hunedoara, Hunedoara, Romania"
103,2022-12-07,Fullstack Software Engineer (Microsoft Teams),Microsoft,https://ro.linkedin.com/jobs/view/fullstack-software-engineer-microsoft-teams-at-microsoft-3388063591?refId=UuxrF22PM0UbiPcWwjztaQ%3D%3D&trackingId=WTm%2BfMvWdOSR1aEeCUOFpA%3D%3D&position=4&pageNum=4&trk=public_jobs_jserp-result_search-card,"Tulcea, Tulcea, Romania"
104,2022-12-07,Fullstack Software Engineer (Microsoft Teams),Microsoft,https://ro.linkedin.com/jobs/view/fullstack-software-engineer-microsoft-teams-at-microsoft-3388060981?refId=UuxrF22PM0UbiPcWwjztaQ%3D%3D&trackingId=Z8at%2BxPOdnzExCSpYOIB%2Bg%3D%3D&position=5&pageNum=4&trk=public_jobs_jserp-result_search-card,"Iaşi, Iaşi, Romania"
105,2022-12-07,Fullstack Software Engineer (Microsoft Teams),Microsoft,https://ro.linkedin.com/jobs/view/fullstack-software-engineer-microsoft-teams-at-microsoft-3388063594?refId=UuxrF22PM0UbiPcWwjztaQ%3D%3D&trackingId=iVmDYlm6ZQXImTMWTVfWVg%3D%3D&position=6&pageNum=4&trk=public_jobs_jserp-result_search-card,"Neamţ, Romania"
106,2022-12-07,ServiceNow Developer,Stefanini EMEA,https://ro.linkedin.com/jobs/view/servicenow-developer-at-stefanini-emea-3375246299?refId=UuxrF22PM0UbiPcWwjztaQ%3D%3D&trackingId=RN0gmt6gAn1IzMtR9IOxMg%3D%3D&position=7&pageNum=4&trk=public_jobs_jserp-result_search-card,Romania
107,2022-12-07,Fullstack Software Engineer (Microsoft Teams),Microsoft,https://ro.linkedin.com/jobs/view/fullstack-software-engineer-microsoft-teams-at-microsoft-3388067129?refId=UuxrF22PM0UbiPcWwjztaQ%3D%3D&trackingId=bgCqjumKySBZQVMUv6hw6Q%3D%3D&position=8&pageNum=4&trk=public_jobs_jserp-result_search-card,"Călăraşi, Călăraşi, Romania"
108,2022-12-07,Fullstack Software Engineer (Microsoft Teams),Microsoft,https://ro.linkedin.com/jobs/view/fullstack-software-engineer-microsoft-teams-at-microsoft-3388062726?refId=UuxrF22PM0UbiPcWwjztaQ%3D%3D&trackingId=TYVAybtQkLAXgtAgOoMuKA%3D%3D&position=9&pageNum=4&trk=public_jobs_jserp-result_search-card,"Timişoara, Timiş, Romania"
109,2022-12-07,Fullstack Software Engineer (Microsoft Teams),Microsoft,https://ro.linkedin.com/jobs/view/fullstack-software-engineer-microsoft-teams-at-microsoft-3388062725?refId=UuxrF22PM0UbiPcWwjztaQ%3D%3D&trackingId=RuFgN8RLL4AJGdeYNwFj%2BA%3D%3D&position=10&pageNum=4&trk=public_jobs_jserp-result_search-card,"Arad, Arad, Romania"
110,2022-11-14,Remote Junior Front-End Developer Jobs,Turing,https://ro.linkedin.com/jobs/view/remote-junior-front-end-developer-jobs-at-turing-3390709046?refId=UuxrF22PM0UbiPcWwjztaQ%3D%3D&trackingId=GT9ITqKjXQrqKwW%2FL9cUGQ%3D%3D&position=11&pageNum=4&trk=public_jobs_jserp-result_search-card,Romania
111,2022-12-10,Full Stack Developer,Arcadis,https://ro.linkedin.com/jobs/view/full-stack-developer-at-arcadis-3271914101?refId=UuxrF22PM0UbiPcWwjztaQ%3D%3D&trackingId=ZNoRSymoa%2FQKrgEzj7Ed%2BA%3D%3D&position=12&pageNum=4&trk=public_jobs_jserp-result_search-card,"Iaşi, Iaşi, Romania"
112,2022-12-07,Fullstack Software Engineer (Microsoft Teams),Microsoft,https://ro.linkedin.com/jobs/view/fullstack-software-engineer-microsoft-teams-at-microsoft-3388067130?refId=UuxrF22PM0UbiPcWwjztaQ%3D%3D&trackingId=ok9C%2Bpb9YmpwUWqHdXiPdQ%3D%3D&position=13&pageNum=4&trk=public_jobs_jserp-result_search-card,"Sălaj, Romania"
113,2022-12-13,Quality Assurance Engineer,Core Recruit,https://ro.linkedin.com/jobs/view/quality-assurance-engineer-at-core-recruit-3394138744?refId=UuxrF22PM0UbiPcWwjztaQ%3D%3D&trackingId=lldO5v2USICh5eF%2BRyFddg%3D%3D&position=14&pageNum=4&trk=public_jobs_jserp-result_search-card,"Cluj, Romania"
114,2022-12-07,Full Stack Developer CCSP,Enghouse Interactive,https://ro.linkedin.com/jobs/view/full-stack-developer-ccsp-at-enghouse-interactive-3266788228?refId=UuxrF22PM0UbiPcWwjztaQ%3D%3D&trackingId=m0RGIpiwrsTRUCOdc1x1BQ%3D%3D&position=15&pageNum=4&trk=public_jobs_jserp-result_search-card,Romania
115,2022-11-14,Software Developer with JavaScript Angular/TypeScript,Luxoft Romania,https://ro.linkedin.com/jobs/view/software-developer-with-javascript-angular-typescript-at-luxoft-romania-3363628923?refId=UuxrF22PM0UbiPcWwjztaQ%3D%3D&trackingId=YjkRIcgHqiL1JGS1Dj2Csw%3D%3D&position=16&pageNum=4&trk=public_jobs_jserp-result_search-card,Romania
116,2022-11-14,Remote Web Front-End Developer Jobs,Turing,https://ro.linkedin.com/jobs/view/remote-web-front-end-developer-jobs-at-turing-3390701395?refId=UuxrF22PM0UbiPcWwjztaQ%3D%3D&trackingId=DsY1vVOOaW7qUDzY9btIFw%3D%3D&position=17&pageNum=4&trk=public_jobs_jserp-result_search-card,Romania
117,2022-11-24,Remote Web Front-End Developer Jobs,Turing,https://ro.linkedin.com/jobs/view/remote-web-front-end-developer-jobs-at-turing-3390704407?refId=UuxrF22PM0UbiPcWwjztaQ%3D%3D&trackingId=VrG9tJXmx3wiHqjOh9T4aQ%3D%3D&position=18&pageNum=4&trk=public_jobs_jserp-result_search-card,Romania
118,2022-11-14,Remote Web Front-End Developer Jobs,Turing,https://ro.linkedin.com/jobs/view/remote-web-front-end-developer-jobs-at-turing-3390705623?refId=UuxrF22PM0UbiPcWwjztaQ%3D%3D&trackingId=0z0zWB%2Fb4vzcf4CcZwYqHg%3D%3D&position=19&pageNum=4&trk=public_jobs_jserp-result_search-card,Romania
119,2022-11-14,Remote Web Front-End Developer Jobs,Turing,https://ro.linkedin.com/jobs/view/remote-web-front-end-developer-jobs-at-turing-3390599855?refId=UuxrF22PM0UbiPcWwjztaQ%3D%3D&trackingId=9Y2BurXGfRHVUoSBiNaAnw%3D%3D&position=20&pageNum=4&trk=public_jobs_jserp-result_search-card,Romania
120,2022-11-14,Remote JavaScript Developer Jobs,Turing,https://ro.linkedin.com/jobs/view/remote-javascript-developer-jobs-at-turing-3390705704?refId=UuxrF22PM0UbiPcWwjztaQ%3D%3D&trackingId=M5%2BMN2W9sgEDzWMre8yXUA%3D%3D&position=21&pageNum=4&trk=public_jobs_jserp-result_search-card,Romania
121,2022-11-14,Remote Web Front-End Developer Jobs,Turing,https://ro.linkedin.com/jobs/view/remote-web-front-end-developer-jobs-at-turing-3390705581?refId=UuxrF22PM0UbiPcWwjztaQ%3D%3D&trackingId=oZPnlvvDZWVZrcnxVhUJoQ%3D%3D&position=22&pageNum=4&trk=public_jobs_jserp-result_search-card,Romania
122,2022-11-14,Remote Web Front-End Developer Jobs,Turing,https://ro.linkedin.com/jobs/view/remote-web-front-end-developer-jobs-at-turing-3390706143?refId=UuxrF22PM0UbiPcWwjztaQ%3D%3D&trackingId=KgaL%2BJj9QzfiHkpZgRjmIA%3D%3D&position=23&pageNum=4&trk=public_jobs_jserp-result_search-card,Romania
123,2022-11-23,Fullstack Java Developer M/F,Inetum,https://ro.linkedin.com/jobs/view/fullstack-java-developer-m-f-at-inetum-3358771465?refId=UuxrF22PM0UbiPcWwjztaQ%3D%3D&trackingId=2yKr3LcxrOjUFMD4cJG4eA%3D%3D&position=24&pageNum=4&trk=public_jobs_jserp-result_search-card,"Bucharest, Bucharest, Romania"
124,2022-11-14,Remote Front-End Web Developer Jobs,Turing,https://ro.linkedin.com/jobs/view/remote-front-end-web-developer-jobs-at-turing-3390700924?refId=UuxrF22PM0UbiPcWwjztaQ%3D%3D&trackingId=McRUa77hrTfBATZCFU%2BxjQ%3D%3D&position=25&pageNum=4&trk=public_jobs_jserp-result_search-card,Romania
125,2022-11-14,Remote Web Front-End Developer Jobs,Turing,https://ro.linkedin.com/jobs/view/remote-web-front-end-developer-jobs-at-turing-3390701609?refId=Dnpfcj6WitwBQ%2FeZA2FC0A%3D%3D&trackingId=bCbLu7inn3w11wsZWpiSsQ%3D%3D&position=1&pageNum=5&trk=public_jobs_jserp-result_search-card,Romania
126,2022-11-15,Full Stack Developer,Luxoft Romania,https://ro.linkedin.com/jobs/view/full-stack-developer-at-luxoft-romania-3393525537?refId=Dnpfcj6WitwBQ%2FeZA2FC0A%3D%3D&trackingId=cnlDwzy%2FP5Hd0iwMCf%2BMBA%3D%3D&position=2&pageNum=5&trk=public_jobs_jserp-result_search-card,Romania
127,2022-11-24,Remote Web Front-End Developer Jobs,Turing,https://ro.linkedin.com/jobs/view/remote-web-front-end-developer-jobs-at-turing-3390704580?refId=Dnpfcj6WitwBQ%2FeZA2FC0A%3D%3D&trackingId=pUmW%2F8lsdKWCPJMOaAYKJg%3D%3D&position=3&pageNum=5&trk=public_jobs_jserp-result_search-card,Romania
128,2022-11-14,Remote Web Front-End Developer Jobs,Turing,https://ro.linkedin.com/jobs/view/remote-web-front-end-developer-jobs-at-turing-3390700552?refId=Dnpfcj6WitwBQ%2FeZA2FC0A%3D%3D&trackingId=0w1Y2lS180IBd%2BZf9LsGFA%3D%3D&position=4&pageNum=5&trk=public_jobs_jserp-result_search-card,Romania
129,2022-11-14,Remote Web Front-End Developer Jobs,Turing,https://ro.linkedin.com/jobs/view/remote-web-front-end-developer-jobs-at-turing-3390707388?refId=Dnpfcj6WitwBQ%2FeZA2FC0A%3D%3D&trackingId=DeO08WglUMENRRKxWGbV8g%3D%3D&position=5&pageNum=5&trk=public_jobs_jserp-result_search-card,Romania
130,2022-11-14,Remote Web Front-End Developer Jobs,Turing,https://ro.linkedin.com/jobs/view/remote-web-front-end-developer-jobs-at-turing-3390706016?refId=Dnpfcj6WitwBQ%2FeZA2FC0A%3D%3D&trackingId=DbMiAZ0khbOVzojbMHCsjQ%3D%3D&position=6&pageNum=5&trk=public_jobs_jserp-result_search-card,Romania
131,2022-11-14,Remote Web Front-End Developer Jobs,Turing,https://ro.linkedin.com/jobs/view/remote-web-front-end-developer-jobs-at-turing-3390599824?refId=Dnpfcj6WitwBQ%2FeZA2FC0A%3D%3D&trackingId=1lNt9SPM6rPTymK1BUtu4Q%3D%3D&position=7&pageNum=5&trk=public_jobs_jserp-result_search-card,Romania
132,2022-11-14,Remote Web Front-End Developer Jobs,Turing,https://ro.linkedin.com/jobs/view/remote-web-front-end-developer-jobs-at-turing-3390703408?refId=Dnpfcj6WitwBQ%2FeZA2FC0A%3D%3D&trackingId=lx5nYpazrnXwNsSWKYt2CQ%3D%3D&position=8&pageNum=5&trk=public_jobs_jserp-result_search-card,Romania
133,2022-11-14,Remote Web Front-End Developer Jobs,Turing,https://ro.linkedin.com/jobs/view/remote-web-front-end-developer-jobs-at-turing-3390705201?refId=Dnpfcj6WitwBQ%2FeZA2FC0A%3D%3D&trackingId=LDLKlNw1twG56loM9x43QQ%3D%3D&position=9&pageNum=5&trk=public_jobs_jserp-result_search-card,Romania
134,2022-11-14,Remote Front-End Developer Jobs,Turing,https://ro.linkedin.com/jobs/view/remote-front-end-developer-jobs-at-turing-3390702733?refId=Dnpfcj6WitwBQ%2FeZA2FC0A%3D%3D&trackingId=Aye35Q2DcgKjeOG73vPhFQ%3D%3D&position=10&pageNum=5&trk=public_jobs_jserp-result_search-card,Romania
135,2022-11-14,Remote Web Front-End Developer Jobs,Turing,https://ro.linkedin.com/jobs/view/remote-web-front-end-developer-jobs-at-turing-3390702527?refId=Dnpfcj6WitwBQ%2FeZA2FC0A%3D%3D&trackingId=z3XLNJEz%2FdTRows5rfP6EQ%3D%3D&position=11&pageNum=5&trk=public_jobs_jserp-result_search-card,Romania
136,2022-12-02,.net fullstack developer ( Full Remote),UST,https://ro.linkedin.com/jobs/view/net-fullstack-developer-full-remote-at-ust-3146850814?refId=Dnpfcj6WitwBQ%2FeZA2FC0A%3D%3D&trackingId=8tZJhmM99d79QQ%2BDoQHdTg%3D%3D&position=12&pageNum=5&trk=public_jobs_jserp-result_search-card,"Bucharest, Bucharest, Romania"
137,2022-11-14,Remote React JavaScript Developer Jobs,Turing,https://ro.linkedin.com/jobs/view/remote-react-javascript-developer-jobs-at-turing-3390704683?refId=Dnpfcj6WitwBQ%2FeZA2FC0A%3D%3D&trackingId=Z1eRquANg0SvJOpeiLqA3w%3D%3D&position=13&pageNum=5&trk=public_jobs_jserp-result_search-card,Romania
138,2022-11-14,Remote Web Front-End Developer Jobs,Turing,https://ro.linkedin.com/jobs/view/remote-web-front-end-developer-jobs-at-turing-3390703431?refId=Dnpfcj6WitwBQ%2FeZA2FC0A%3D%3D&trackingId=o%2B0iCJfFwQyJFCFkn6n9Dg%3D%3D&position=14&pageNum=5&trk=public_jobs_jserp-result_search-card,Romania
139,2022-11-14,Remote Front-End Developer Jobs,Turing,https://ro.linkedin.com/jobs/view/remote-front-end-developer-jobs-at-turing-3390707412?refId=Dnpfcj6WitwBQ%2FeZA2FC0A%3D%3D&trackingId=q5RLY%2BuX94RirlAb1tNkvg%3D%3D&position=15&pageNum=5&trk=public_jobs_jserp-result_search-card,Romania
140,2022-11-14,Remote Web Front-End Developer Jobs,Turing,https://ro.linkedin.com/jobs/view/remote-web-front-end-developer-jobs-at-turing-3390707153?refId=Dnpfcj6WitwBQ%2FeZA2FC0A%3D%3D&trackingId=Tj4ZLjcTmy7%2FSfoTpbLAhA%3D%3D&position=16&pageNum=5&trk=public_jobs_jserp-result_search-card,Romania
141,2022-11-16,Java FullStack Developer M/F,Inetum,https://ro.linkedin.com/jobs/view/java-fullstack-developer-m-f-at-inetum-3360033616?refId=Dnpfcj6WitwBQ%2FeZA2FC0A%3D%3D&trackingId=vcllJGihVJJgPA3Pg8Qncg%3D%3D&position=17&pageNum=5&trk=public_jobs_jserp-result_search-card,"Bucharest, Bucharest, Romania"
142,2022-11-14,Remote Web Front-End Developer Jobs,Turing,https://ro.linkedin.com/jobs/view/remote-web-front-end-developer-jobs-at-turing-3390704469?refId=Dnpfcj6WitwBQ%2FeZA2FC0A%3D%3D&trackingId=MjKpF4HL9JCrT18b%2Fd7WFQ%3D%3D&position=18&pageNum=5&trk=public_jobs_jserp-result_search-card,Romania
143,2022-11-14,Remote Front-End Developer Jobs,Turing,https://ro.linkedin.com/jobs/view/remote-front-end-developer-jobs-at-turing-3390702477?refId=Dnpfcj6WitwBQ%2FeZA2FC0A%3D%3D&trackingId=mdWEpZl4Tfk%2BahGsiPKZHg%3D%3D&position=19&pageNum=5&trk=public_jobs_jserp-result_search-card,Romania
144,2022-11-14,Remote Web Back-End Developer Jobs,Turing,https://ro.linkedin.com/jobs/view/remote-web-back-end-developer-jobs-at-turing-3390709425?refId=Dnpfcj6WitwBQ%2FeZA2FC0A%3D%3D&trackingId=ADFrnBbDdExT7%2BHIZs9D2Q%3D%3D&position=20&pageNum=5&trk=public_jobs_jserp-result_search-card,Romania
145,2022-11-24,Remote Front-End Developer Jobs,Turing,https://ro.linkedin.com/jobs/view/remote-front-end-developer-jobs-at-turing-3390707137?refId=Dnpfcj6WitwBQ%2FeZA2FC0A%3D%3D&trackingId=UsGPv1p1Civ2gVnE1Op%2B2A%3D%3D&position=21&pageNum=5&trk=public_jobs_jserp-result_search-card,Romania
146,2022-11-14,Remote Web Front-End Developer Jobs,Turing,https://ro.linkedin.com/jobs/view/remote-web-front-end-developer-jobs-at-turing-3390707157?refId=Dnpfcj6WitwBQ%2FeZA2FC0A%3D%3D&trackingId=zpG9jjkI2roZ%2FwDSxssmuA%3D%3D&position=22&pageNum=5&trk=public_jobs_jserp-result_search-card,Romania
147,2022-11-14,Remote React.js Developer Jobs,Turing,https://ro.linkedin.com/jobs/view/remote-react-js-developer-jobs-at-turing-3390707911?refId=Dnpfcj6WitwBQ%2FeZA2FC0A%3D%3D&trackingId=8et5vrwmLPwI0u4OxTrHtA%3D%3D&position=23&pageNum=5&trk=public_jobs_jserp-result_search-card,Romania
148,2022-11-14,Remote Front-End Developer Jobs,Turing,https://ro.linkedin.com/jobs/view/remote-front-end-developer-jobs-at-turing-3390702635?refId=Dnpfcj6WitwBQ%2FeZA2FC0A%3D%3D&trackingId=MF%2FIwTmwtYrE%2BVT4Mb8isA%3D%3D&position=24&pageNum=5&trk=public_jobs_jserp-result_search-card,Romania
149,2022-11-14,Remote Front-End React Developer Jobs,Turing,https://ro.linkedin.com/jobs/view/remote-front-end-react-developer-jobs-at-turing-3390598952?refId=Dnpfcj6WitwBQ%2FeZA2FC0A%3D%3D&trackingId=AdKAQR06eK%2FNyL1NwjAMtg%3D%3D&position=25&pageNum=5&trk=public_jobs_jserp-result_search-card,Romania
150,2022-11-14,Remote Front-End React Developer Jobs,Turing,https://ro.linkedin.com/jobs/view/remote-front-end-react-developer-jobs-at-turing-3390707362?refId=m3ZyLm1xzU%2F9TYhNtEmAJg%3D%3D&trackingId=p2R3kIbZhV0RxeSEPbkJzw%3D%3D&position=1&pageNum=6&trk=public_jobs_jserp-result_search-card,Romania
151,2022-11-14,Remote Front-End Developer Jobs,Turing,https://ro.linkedin.com/jobs/view/remote-front-end-developer-jobs-at-turing-3390700859?refId=m3ZyLm1xzU%2F9TYhNtEmAJg%3D%3D&trackingId=TNaLe%2BXi5H4jw1KVi0Lodg%3D%3D&position=2&pageNum=6&trk=public_jobs_jserp-result_search-card,Romania
152,2022-11-24,Remote Front-End Developer Jobs,Turing,https://ro.linkedin.com/jobs/view/remote-front-end-developer-jobs-at-turing-3390702606?refId=m3ZyLm1xzU%2F9TYhNtEmAJg%3D%3D&trackingId=26ar4RMyzFhp1si7nZbaug%3D%3D&position=3&pageNum=6&trk=public_jobs_jserp-result_search-card,Romania
153,2022-11-14,Remote Frontend developer Jobs,Turing,https://ro.linkedin.com/jobs/view/remote-frontend-developer-jobs-at-turing-3390711114?refId=m3ZyLm1xzU%2F9TYhNtEmAJg%3D%3D&trackingId=fAl8zAOsjh8nqv%2FvfubApQ%3D%3D&position=4&pageNum=6&trk=public_jobs_jserp-result_search-card,Romania
154,2022-11-24,Remote Junior Full-Stack Engineer Jobs,Turing,https://ro.linkedin.com/jobs/view/remote-junior-full-stack-engineer-jobs-at-turing-3390705726?refId=m3ZyLm1xzU%2F9TYhNtEmAJg%3D%3D&trackingId=exSGD31lVODbElhgULLf5g%3D%3D&position=5&pageNum=6&trk=public_jobs_jserp-result_search-card,Romania
155,2022-11-14,Remote Front-End Engineer Jobs,Turing,https://ro.linkedin.com/jobs/view/remote-front-end-engineer-jobs-at-turing-3390584612?refId=m3ZyLm1xzU%2F9TYhNtEmAJg%3D%3D&trackingId=pgOFfHqqH8E5nUNdkRV1kA%3D%3D&position=6&pageNum=6&trk=public_jobs_jserp-result_search-card,Romania
156,2022-11-14,Remote Frontend React Developer Jobs,Turing,https://ro.linkedin.com/jobs/view/remote-frontend-react-developer-jobs-at-turing-3390597867?refId=m3ZyLm1xzU%2F9TYhNtEmAJg%3D%3D&trackingId=xRiAxCU%2BJ2b3ZEu%2BSd93wA%3D%3D&position=7&pageNum=6&trk=public_jobs_jserp-result_search-card,Romania
157,2022-11-14,Remote Web Back-End Developer Jobs,Turing,https://ro.linkedin.com/jobs/view/remote-web-back-end-developer-jobs-at-turing-3390711232?refId=m3ZyLm1xzU%2F9TYhNtEmAJg%3D%3D&trackingId=rmNYJqy5OE1dletnLB190g%3D%3D&position=8&pageNum=6&trk=public_jobs_jserp-result_search-card,Romania
158,2022-11-14,Remote Front-End Developer Jobs,Turing,https://ro.linkedin.com/jobs/view/remote-front-end-developer-jobs-at-turing-3390597986?refId=m3ZyLm1xzU%2F9TYhNtEmAJg%3D%3D&trackingId=RzeVNcAM2egQp%2FXfHc5sLg%3D%3D&position=9&pageNum=6&trk=public_jobs_jserp-result_search-card,Romania
159,2022-11-14,Remote Front-End Developer Jobs,Turing,https://ro.linkedin.com/jobs/view/remote-front-end-developer-jobs-at-turing-3390598912?refId=m3ZyLm1xzU%2F9TYhNtEmAJg%3D%3D&trackingId=KQbbURVIIXA5l%2FfHZBfCcA%3D%3D&position=10&pageNum=6&trk=public_jobs_jserp-result_search-card,Romania
160,2022-11-14,Remote Frontend Developer - 2 Jobs,Turing,https://ro.linkedin.com/jobs/view/remote-frontend-developer-2-jobs-at-turing-3390708602?refId=m3ZyLm1xzU%2F9TYhNtEmAJg%3D%3D&trackingId=Qw7ft2a%2F5A72VoXCz2dl9Q%3D%3D&position=11&pageNum=6&trk=public_jobs_jserp-result_search-card,Romania
161,2022-11-14,Remote Front-End Engineer Jobs,Turing,https://ro.linkedin.com/jobs/view/remote-front-end-engineer-jobs-at-turing-3390707218?refId=m3ZyLm1xzU%2F9TYhNtEmAJg%3D%3D&trackingId=1gsIWt2LJUX9AYa0G3s13w%3D%3D&position=12&pageNum=6&trk=public_jobs_jserp-result_search-card,Romania
162,2022-11-14,Remote Front-End Web Engineer Jobs,Turing,https://ro.linkedin.com/jobs/view/remote-front-end-web-engineer-jobs-at-turing-3390709768?refId=m3ZyLm1xzU%2F9TYhNtEmAJg%3D%3D&trackingId=uaNTcO%2FoNzt8cgF0kOeXxw%3D%3D&position=13&pageNum=6&trk=public_jobs_jserp-result_search-card,Romania
